0/7000   19/10/2554 200 OK
4417/7000   15/9/2542 200 OK
4418/7000   14/9/2542 200 OK
4419/7000   13/9/2542 200 OK
4420/7000   12/9/2542 200 OK
4421/7000   11/9/2542 200 OK
4422/7000   10/9/2542 200 OK
4423/7000   9/9/2542 200 OK
4424/7000   8/9/2542 200 OK
4425/7000   7/9/2542 200 OK
4426/7000   6/9/2542 200 OK
4427/7000   5/9/2542 200 OK
4428/7000   4/9/2542 200 OK
4429/7000   3/9/2542 200 OK
4430/7000   2/9/2542 200 OK
4431/7000   1/9/2542 200 OK
4432/7000   31/8/2542 200 OK
4433/7000   30/8/2542 200 OK
4434/7000   29/8/2542 200 OK
4435/7000   28/8/2542 200 OK
4436/7000   27/8/2542 200 OK
4437/7000   26/8/2542 200 OK
4438/7000   25/8/2542 200 OK
4439/7000   24/8/2542 200 OK
4440/7000   23/8/2542 200 OK
4441/7000   22/8/2542 200 OK
4442/7000   21/8/2542 200 OK
4443/7000   20/8/2542 200 OK
4444/7000   19/8/2542 200 OK
4445/7000   18/8/2542 200 OK
4446/7000   17/8/2542 200 OK
4447/7000   16/8/2542 200 OK
4448/7000   15/8/2542 200 OK
4449/7000   14/8/2542 200 OK
4450/7000   13/8/2542 200 OK
4451/7000   12/8/2542 200 OK
4452/7000   11/8/2542 200 OK
4453/7000   10/8/2542 200 OK
4454/7000   9/8/2542 200 OK
4455/7000   8/8/2542 200 OK
4456/7000   7/8/2542 200 OK
4457/7000   6/8/2542 200 OK
4458/7000   5/8/2542 200 OK
4459/7000   4/8/2542 200 OK
4460/7000   3/8/2542 200 OK
4461/7000   2/8/2542 200 OK
4462/7000   1/8/2542 200 OK
4463/7000   31/7/2542 200 OK
4464/7000   30/7/2542 200 OK
4465/7000   29/7/2542 200 OK
4466/7000   28/7/2542 200 OK
4467/7000   27/7/2542 200 OK
4468/7000   26/7/2542 200 OK
4469/7000   25/7/2542 200 OK
4470/7000   24/7/2542 200 OK
4471/7000   23/7/2542 200 OK
4472/7000   22/7/2542 200 OK
4473/7000   21/7/2542 200 OK
4474/7000   20/7/2542 200 OK
4475/7000   19/7/2542 200 OK
4476/7000   18/7/2542 200 OK
4477/7000   17/7/2542 200 OK
4478/7000   16/7/2542 200 OK
4479/7000   15/7/2542 200 OK
4480/7000   14/7/2542 200 OK
4481/7000   13/7/2542 200 OK
4482/7000   12/7/2542 200 OK
4483/7000   11/7/2542 200 OK
4484/7000   10/7/2542 200 OK
4485/7000   9/7/2542 200 OK
4486/7000   8/7/2542 200 OK
4487/7000   7/7/2542 200 OK
4488/7000   6/7/2542 200 OK
4489/7000   5/7/2542 200 OK
4490/7000   4/7/2542 200 OK
4491/7000   3/7/2542 200 OK
4492/7000   2/7/2542 200 OK
4493/7000   1/7/2542 200 OK
4494/7000   30/6/2542 200 OK
4495/7000   29/6/2542 200 OK
4496/7000   28/6/2542 200 OK
4497/7000   27/6/2542 200 OK
4498/7000   26/6/2542 200 OK
4499/7000   25/6/2542 200 OK
4500/7000   24/6/2542 200 OK
4501/7000   23/6/2542 200 OK
4502/7000   22/6/2542 200 OK
4503/7000   21/6/2542 200 OK
4504/7000   20/6/2542 200 OK
4505/7000   19/6/2542 200 OK
4506/7000   18/6/2542 200 OK
4507/7000   17/6/2542 200 OK
4508/7000   16/6/2542 200 OK
4509/7000   15/6/2542 200 OK
4510/7000   14/6/2542 200 OK
4511/7000   13/6/2542 200 OK
4512/7000   12/6/2542 200 OK
4513/7000   11/6/2542 200 OK
4514/7000   10/6/2542 200 OK
4515/7000   9/6/2542 200 OK
4516/7000   8/6/2542 200 OK
4517/7000   7/6/2542 200 OK
4518/7000   6/6/2542 200 OK
4519/7000   5/6/2542 200 OK
4520/7000   4/6/2542 200 OK
4521/7000   3/6/2542 200 OK
4522/7000   2/6/2542 200 OK
4523/7000   1/6/2542 200 OK
4524/7000   31/5/2542 200 OK
4525/7000   30/5/2542 200 OK
4526/7000   29/5/2542 200 OK
4527/7000   28/5/2542 200 OK
4528/7000   27/5/2542 200 OK
4529/7000   26/5/2542 200 OK
4530/7000   25/5/2542 200 OK
4531/7000   24/5/2542 200 OK
4532/7000   23/5/2542 200 OK
4533/7000   22/5/2542 200 OK
4534/7000   21/5/2542 200 OK
4535/7000   20/5/2542 200 OK
4536/7000   19/5/2542 200 OK
4537/7000   18/5/2542 200 OK
4538/7000   17/5/2542 200 OK
4539/7000   16/5/2542 200 OK
4540/7000   15/5/2542 200 OK
4541/7000   14/5/2542 200 OK
4542/7000   13/5/2542 200 OK
4543/7000   12/5/2542 200 OK
4544/7000   11/5/2542 200 OK
4545/7000   10/5/2542 200 OK
4546/7000   9/5/2542 200 OK
4547/7000   8/5/2542 200 OK
4548/7000   7/5/2542 200 OK
4549/7000   6/5/2542 200 OK
4550/7000   5/5/2542 200 OK
4551/7000   4/5/2542 200 OK
4552/7000   3/5/2542 200 OK
4553/7000   2/5/2542 200 OK
4554/7000   1/5/2542 200 OK
4555/7000   30/4/2542 200 OK
4556/7000   29/4/2542 200 OK
4557/7000   28/4/2542 200 OK
4558/7000   27/4/2542 200 OK
4559/7000   26/4/2542 200 OK
4560/7000   25/4/2542 200 OK
4561/7000   24/4/2542 200 OK
4562/7000   23/4/2542 200 OK
4563/7000   22/4/2542 200 OK
4564/7000   21/4/2542 200 OK
4565/7000   20/4/2542 200 OK
4566/7000   19/4/2542 200 OK
4567/7000   18/4/2542 200 OK
4568/7000   17/4/2542 200 OK
4569/7000   16/4/2542 200 OK
4570/7000   15/4/2542 200 OK
4571/7000   14/4/2542 200 OK
4572/7000   13/4/2542 200 OK
4573/7000   12/4/2542 200 OK
4574/7000   11/4/2542 200 OK
4575/7000   10/4/2542 200 OK
4576/7000   9/4/2542 200 OK
4577/7000   8/4/2542 200 OK
4578/7000   7/4/2542 200 OK
4579/7000   6/4/2542 200 OK
4580/7000   5/4/2542 200 OK
4581/7000   4/4/2542 200 OK
4582/7000   3/4/2542 200 OK
4583/7000   2/4/2542 200 OK
4584/7000   1/4/2542 200 OK
4585/7000   31/3/2542 200 OK
4586/7000   30/3/2542 200 OK
4587/7000   29/3/2542 200 OK
4588/7000   28/3/2542 200 OK
4589/7000   27/3/2542 200 OK
4590/7000   26/3/2542 200 OK
4591/7000   25/3/2542 200 OK
4592/7000   24/3/2542 200 OK
4593/7000   23/3/2542 200 OK
4594/7000   22/3/2542 200 OK
4595/7000   21/3/2542 200 OK
4596/7000   20/3/2542 200 OK
4597/7000   19/3/2542 200 OK
4598/7000   18/3/2542 200 OK
4599/7000   17/3/2542 200 OK
4600/7000   16/3/2542 200 OK
4601/7000   15/3/2542 200 OK
4602/7000   14/3/2542 200 OK
4603/7000   13/3/2542 200 OK
4604/7000   12/3/2542 200 OK
4605/7000   11/3/2542 200 OK
4606/7000   10/3/2542 200 OK
4607/7000   9/3/2542 200 OK
4608/7000   8/3/2542 200 OK
4609/7000   7/3/2542 200 OK
4610/7000   6/3/2542 200 OK
4611/7000   5/3/2542 200 OK
4612/7000   4/3/2542 200 OK
4613/7000   3/3/2542 200 OK
4614/7000   2/3/2542 200 OK
4615/7000   1/3/2542 200 OK
4616/7000   28/2/2542 200 OK
4617/7000   27/2/2542 200 OK
4618/7000   26/2/2542 200 OK
4619/7000   25/2/2542 200 OK
4620/7000   24/2/2542 200 OK
4621/7000   23/2/2542 200 OK
4622/7000   22/2/2542 200 OK
4623/7000   21/2/2542 200 OK
4624/7000   20/2/2542 200 OK
4625/7000   19/2/2542 200 OK
4626/7000   18/2/2542 200 OK
4627/7000   17/2/2542 200 OK
4628/7000   16/2/2542 200 OK
4629/7000   15/2/2542 200 OK
4630/7000   14/2/2542 200 OK
4631/7000   13/2/2542 200 OK
4632/7000   12/2/2542 200 OK
4633/7000   11/2/2542 200 OK
4634/7000   10/2/2542 200 OK
4635/7000   9/2/2542 200 OK
4636/7000   8/2/2542 200 OK
4637/7000   7/2/2542 200 OK
4638/7000   6/2/2542 200 OK
4639/7000   5/2/2542 200 OK
4640/7000   4/2/2542 200 OK
4641/7000   3/2/2542 200 OK
4642/7000   2/2/2542 200 OK
4643/7000   1/2/2542 200 OK
4644/7000   31/1/2542 200 OK
4645/7000   30/1/2542 200 OK
4646/7000   29/1/2542 200 OK
4647/7000   28/1/2542 200 OK
4648/7000   27/1/2542 200 OK
4649/7000   26/1/2542 200 OK
4650/7000   25/1/2542 200 OK
4651/7000   24/1/2542 200 OK
4652/7000   23/1/2542 200 OK
4653/7000   22/1/2542 200 OK
4654/7000   21/1/2542 200 OK
4655/7000   20/1/2542 200 OK
4656/7000   19/1/2542 200 OK
4657/7000   18/1/2542 200 OK
4658/7000   17/1/2542 200 OK
4659/7000   16/1/2542 200 OK
4660/7000   15/1/2542 200 OK
4661/7000   14/1/2542 200 OK
4662/7000   13/1/2542 200 OK
4663/7000   12/1/2542 200 OK
4664/7000   11/1/2542 200 OK
4665/7000   10/1/2542 200 OK
4666/7000   9/1/2542 200 OK
4667/7000   8/1/2542 200 OK
4668/7000   7/1/2542 200 OK
4669/7000   6/1/2542 200 OK
4670/7000   5/1/2542 200 OK
4671/7000   4/1/2542 200 OK
4672/7000   3/1/2542 200 OK
4673/7000   2/1/2542 200 OK
4674/7000   1/1/2542 200 OK
4675/7000   31/12/2541 200 OK
4676/7000   30/12/2541 200 OK
4677/7000   29/12/2541 200 OK
4678/7000   28/12/2541 200 OK
4679/7000   27/12/2541 200 OK
4680/7000   26/12/2541 200 OK
4681/7000   25/12/2541 200 OK
4682/7000   24/12/2541 200 OK
4683/7000   23/12/2541 200 OK
4684/7000   22/12/2541 200 OK
4685/7000   21/12/2541 200 OK
4686/7000   20/12/2541 200 OK
4687/7000   19/12/2541 200 OK
4688/7000   18/12/2541 200 OK
4689/7000   17/12/2541 200 OK
4690/7000   16/12/2541 200 OK
4691/7000   15/12/2541 200 OK
4692/7000   14/12/2541 200 OK
4693/7000   13/12/2541 200 OK
4694/7000   12/12/2541 200 OK
4695/7000   11/12/2541 200 OK
4696/7000   10/12/2541 200 OK
4697/7000   9/12/2541 200 OK
4698/7000   8/12/2541 200 OK
4699/7000   7/12/2541 200 OK
4700/7000   6/12/2541 200 OK
4701/7000   5/12/2541 200 OK
4702/7000   4/12/2541 200 OK
4703/7000   3/12/2541 200 OK
4704/7000   2/12/2541 200 OK
4705/7000   1/12/2541 200 OK
4706/7000   30/11/2541 200 OK
4707/7000   29/11/2541 200 OK
4708/7000   28/11/2541 200 OK
4709/7000   27/11/2541 200 OK
4710/7000   26/11/2541 200 OK
4711/7000   25/11/2541 200 OK
4712/7000   24/11/2541 200 OK
4713/7000   23/11/2541 200 OK
4714/7000   22/11/2541 200 OK
4715/7000   21/11/2541 200 OK
4716/7000   20/11/2541 200 OK
4717/7000   19/11/2541 200 OK
4718/7000   18/11/2541 200 OK
4719/7000   17/11/2541 200 OK
4720/7000   16/11/2541 200 OK
4721/7000   15/11/2541 200 OK
4722/7000   14/11/2541 200 OK
4723/7000   13/11/2541 200 OK
4724/7000   12/11/2541 200 OK
4725/7000   11/11/2541 200 OK
4726/7000   10/11/2541 200 OK
4727/7000   9/11/2541 200 OK
4728/7000   8/11/2541 200 OK
4729/7000   7/11/2541 200 OK
4730/7000   6/11/2541 200 OK
4731/7000   5/11/2541 200 OK
4732/7000   4/11/2541 200 OK
4733/7000   3/11/2541 200 OK
4734/7000   2/11/2541 200 OK
4735/7000   1/11/2541 200 OK
4736/7000   31/10/2541 200 OK
4737/7000   30/10/2541 200 OK
4738/7000   29/10/2541 200 OK
4739/7000   28/10/2541 200 OK
4740/7000   27/10/2541 200 OK
4741/7000   26/10/2541 200 OK
4742/7000   25/10/2541 200 OK
4743/7000   24/10/2541 200 OK
4744/7000   23/10/2541 200 OK
4745/7000   22/10/2541 200 OK
4746/7000   21/10/2541 200 OK
4747/7000   20/10/2541 200 OK
4748/7000   19/10/2541 200 OK
4749/7000   18/10/2541 200 OK
4750/7000   17/10/2541 200 OK
4751/7000   16/10/2541 200 OK
4752/7000   15/10/2541 200 OK
4753/7000   14/10/2541 200 OK
4754/7000   13/10/2541 200 OK
4755/7000   12/10/2541 200 OK
4756/7000   11/10/2541 200 OK
4757/7000   10/10/2541 200 OK
4758/7000   9/10/2541 200 OK
4759/7000   8/10/2541 200 OK
4760/7000   7/10/2541 200 OK
4761/7000   6/10/2541 200 OK
4762/7000   5/10/2541 200 OK
4763/7000   4/10/2541 200 OK
4764/7000   3/10/2541 200 OK
4765/7000   2/10/2541 200 OK
4766/7000   1/10/2541 200 OK
4767/7000   30/9/2541 200 OK
4768/7000   29/9/2541 200 OK
4769/7000   28/9/2541 200 OK
4770/7000   27/9/2541 200 OK
4771/7000   26/9/2541 200 OK
4772/7000   25/9/2541 200 OK
4773/7000   24/9/2541 200 OK
4774/7000   23/9/2541 200 OK
4775/7000   22/9/2541 200 OK
4776/7000   21/9/2541 200 OK
4777/7000   20/9/2541 200 OK
4778/7000   19/9/2541 200 OK
4779/7000   18/9/2541 200 OK
4780/7000   17/9/2541 200 OK
4781/7000   16/9/2541 200 OK
4782/7000   15/9/2541 200 OK
4783/7000   14/9/2541 200 OK
4784/7000   13/9/2541 200 OK
4785/7000   12/9/2541 200 OK
4786/7000   11/9/2541 200 OK
4787/7000   10/9/2541 200 OK
4788/7000   9/9/2541 200 OK
4789/7000   8/9/2541 200 OK
4790/7000   7/9/2541 200 OK
4791/7000   6/9/2541 200 OK
4792/7000   5/9/2541 200 OK
4793/7000   4/9/2541 200 OK
4794/7000   3/9/2541 200 OK
4795/7000   2/9/2541 200 OK
4796/7000   1/9/2541 200 OK
4797/7000   31/8/2541 200 OK
4798/7000   30/8/2541 200 OK
4799/7000   29/8/2541 200 OK
4800/7000   28/8/2541 200 OK
4801/7000   27/8/2541 200 OK
4802/7000   26/8/2541 200 OK
4803/7000   25/8/2541 200 OK
4804/7000   24/8/2541 200 OK
4805/7000   23/8/2541 200 OK
4806/7000   22/8/2541 200 OK
4807/7000   21/8/2541 200 OK
4808/7000   20/8/2541 200 OK
4809/7000   19/8/2541 200 OK
4810/7000   18/8/2541 200 OK
4811/7000   17/8/2541 200 OK
4812/7000   16/8/2541 200 OK
4813/7000   15/8/2541 200 OK
4814/7000   14/8/2541 200 OK
4815/7000   13/8/2541 200 OK
4816/7000   12/8/2541 200 OK
4817/7000   11/8/2541 200 OK
4818/7000   10/8/2541 200 OK
4819/7000   9/8/2541 200 OK
4820/7000   8/8/2541 200 OK
4821/7000   7/8/2541 200 OK
4822/7000   6/8/2541 200 OK
4823/7000   5/8/2541 200 OK
4824/7000   4/8/2541 200 OK
4825/7000   3/8/2541 200 OK
4826/7000   2/8/2541 200 OK
4827/7000   1/8/2541 200 OK
4828/7000   31/7/2541 200 OK
4829/7000   30/7/2541 200 OK
4830/7000   29/7/2541 200 OK
4831/7000   28/7/2541 200 OK
4832/7000   27/7/2541 200 OK
4833/7000   26/7/2541 200 OK
4834/7000   25/7/2541 200 OK
4835/7000   24/7/2541 200 OK
4836/7000   23/7/2541 200 OK
4837/7000   22/7/2541 200 OK
4838/7000   21/7/2541 200 OK
4839/7000   20/7/2541 200 OK
4840/7000   19/7/2541 200 OK
4841/7000   18/7/2541 200 OK
4842/7000   17/7/2541 200 OK
4843/7000   16/7/2541 200 OK
4844/7000   15/7/2541 200 OK
4845/7000   14/7/2541 200 OK
4846/7000   13/7/2541 200 OK
4847/7000   12/7/2541 200 OK
4848/7000   11/7/2541 200 OK
4849/7000   10/7/2541 200 OK
4850/7000   9/7/2541 200 OK
4851/7000   8/7/2541 200 OK
4852/7000   7/7/2541 200 OK
4853/7000   6/7/2541 200 OK
4854/7000   5/7/2541 200 OK
4855/7000   4/7/2541 200 OK
4856/7000   3/7/2541 200 OK
4857/7000   2/7/2541 200 OK
4858/7000   1/7/2541 200 OK
4859/7000   30/6/2541 200 OK
4860/7000   29/6/2541 200 OK
4861/7000   28/6/2541 200 OK
4862/7000   27/6/2541 200 OK
4863/7000   26/6/2541 200 OK
4864/7000   25/6/2541 200 OK
4865/7000   24/6/2541 200 OK
4866/7000   23/6/2541 200 OK
4867/7000   22/6/2541 200 OK
4868/7000   21/6/2541 200 OK
4869/7000   20/6/2541 200 OK
4870/7000   19/6/2541 200 OK
4871/7000   18/6/2541 200 OK
4872/7000   17/6/2541 200 OK
4873/7000   16/6/2541 200 OK
4874/7000   15/6/2541 200 OK
4875/7000   14/6/2541 200 OK
4876/7000   13/6/2541 200 OK
4877/7000   12/6/2541 200 OK
4878/7000   11/6/2541 200 OK
4879/7000   10/6/2541 200 OK
4880/7000   9/6/2541 200 OK
4881/7000   8/6/2541 200 OK
4882/7000   7/6/2541 200 OK
4883/7000   6/6/2541 200 OK
4884/7000   5/6/2541 200 OK
4885/7000   4/6/2541 200 OK
4886/7000   3/6/2541 200 OK
4887/7000   2/6/2541 200 OK
4888/7000   1/6/2541 200 OK
4889/7000   31/5/2541 200 OK
4890/7000   30/5/2541 200 OK
4891/7000   29/5/2541 200 OK
4892/7000   28/5/2541 200 OK
4893/7000   27/5/2541 200 OK
4894/7000   26/5/2541 200 OK
4895/7000   25/5/2541 200 OK
4896/7000   24/5/2541 200 OK
4897/7000   23/5/2541 200 OK
4898/7000   22/5/2541 200 OK
4899/7000   21/5/2541 200 OK
4900/7000   20/5/2541 200 OK
4901/7000   19/5/2541 200 OK
4902/7000   18/5/2541 200 OK
4903/7000   17/5/2541 200 OK
4904/7000   16/5/2541 200 OK
4905/7000   15/5/2541 200 OK
4906/7000   14/5/2541 200 OK
4907/7000   13/5/2541 200 OK
4908/7000   12/5/2541 200 OK
4909/7000   11/5/2541 200 OK
4910/7000   10/5/2541 200 OK
4911/7000   9/5/2541 200 OK
4912/7000   8/5/2541 200 OK
4913/7000   7/5/2541 200 OK
4914/7000   6/5/2541 200 OK
4915/7000   5/5/2541 200 OK
4916/7000   4/5/2541 200 OK
4917/7000   3/5/2541 200 OK
4918/7000   2/5/2541 200 OK
4919/7000   1/5/2541 200 OK
4920/7000   30/4/2541 200 OK
4921/7000   29/4/2541 200 OK
4922/7000   28/4/2541 200 OK
4923/7000   27/4/2541 200 OK
4924/7000   26/4/2541 200 OK
4925/7000   25/4/2541 200 OK
4926/7000   24/4/2541 200 OK
4927/7000   23/4/2541 200 OK
4928/7000   22/4/2541 200 OK
4929/7000   21/4/2541 200 OK
4930/7000   20/4/2541 200 OK
4931/7000   19/4/2541 200 OK
4932/7000   18/4/2541 200 OK
4933/7000   17/4/2541 200 OK
4934/7000   16/4/2541 200 OK
4935/7000   15/4/2541 200 OK
4936/7000   14/4/2541 200 OK
4937/7000   13/4/2541 200 OK
4938/7000   12/4/2541 200 OK
4939/7000   11/4/2541 200 OK
4940/7000   10/4/2541 200 OK
4941/7000   9/4/2541 200 OK
4942/7000   8/4/2541 200 OK
4943/7000   7/4/2541 200 OK
4944/7000   6/4/2541 200 OK
4945/7000   5/4/2541 200 OK
4946/7000   4/4/2541 200 OK
4947/7000   3/4/2541 200 OK
4948/7000   2/4/2541 200 OK
4949/7000   1/4/2541 200 OK
4950/7000   31/3/2541 200 OK
4951/7000   30/3/2541 200 OK
4952/7000   29/3/2541 200 OK
4953/7000   28/3/2541 200 OK
4954/7000   27/3/2541 200 OK
4955/7000   26/3/2541 200 OK
4956/7000   25/3/2541 200 OK
4957/7000   24/3/2541 200 OK
4958/7000   23/3/2541 200 OK
4959/7000   22/3/2541 200 OK
4960/7000   21/3/2541 200 OK
4961/7000   20/3/2541 200 OK
4962/7000   19/3/2541 200 OK
4963/7000   18/3/2541 200 OK
4964/7000   17/3/2541 200 OK
4965/7000   16/3/2541 200 OK
4966/7000   15/3/2541 200 OK
4967/7000   14/3/2541 200 OK
4968/7000   13/3/2541 200 OK
4969/7000   12/3/2541 200 OK
4970/7000   11/3/2541 200 OK
4971/7000   10/3/2541 200 OK
4972/7000   9/3/2541 200 OK
4973/7000   8/3/2541 200 OK
4974/7000   7/3/2541 200 OK
4975/7000   6/3/2541 200 OK
4976/7000   5/3/2541 200 OK
4977/7000   4/3/2541 200 OK
4978/7000   3/3/2541 200 OK
4979/7000   2/3/2541 200 OK
4980/7000   1/3/2541 200 OK
4981/7000   28/2/2541 200 OK
4982/7000   27/2/2541 200 OK
4983/7000   26/2/2541 200 OK
4984/7000   25/2/2541 200 OK
4985/7000   24/2/2541 200 OK
4986/7000   23/2/2541 200 OK
4987/7000   22/2/2541 200 OK
4988/7000   21/2/2541 200 OK
4989/7000   20/2/2541 200 OK
4990/7000   19/2/2541 200 OK
4991/7000   18/2/2541 200 OK
4992/7000   17/2/2541 200 OK
4993/7000   16/2/2541 200 OK
4994/7000   15/2/2541 200 OK
4995/7000   14/2/2541 200 OK
4996/7000   13/2/2541 200 OK
4997/7000   12/2/2541 200 OK
4998/7000   11/2/2541 200 OK
4999/7000   10/2/2541 200 OK
5000/7000   9/2/2541 200 OK
5001/7000   8/2/2541 200 OK
5002/7000   7/2/2541 200 OK
5003/7000   6/2/2541 200 OK
5004/7000   5/2/2541 200 OK
5005/7000   4/2/2541 200 OK
5006/7000   3/2/2541 200 OK
5007/7000   2/2/2541 200 OK
5008/7000   1/2/2541 200 OK
5009/7000   31/1/2541 200 OK
5010/7000   30/1/2541 200 OK
5011/7000   29/1/2541 200 OK
5012/7000   28/1/2541 200 OK
5013/7000   27/1/2541 200 OK
5014/7000   26/1/2541 200 OK
5015/7000   25/1/2541 200 OK
5016/7000   24/1/2541 200 OK
5017/7000   23/1/2541 200 OK
5018/7000   22/1/2541 200 OK
5019/7000   21/1/2541 200 OK
5020/7000   20/1/2541 200 OK
5021/7000   19/1/2541 200 OK
5022/7000   18/1/2541 200 OK
5023/7000   17/1/2541 200 OK
5024/7000   16/1/2541 200 OK
5025/7000   15/1/2541 200 OK
5026/7000   14/1/2541 200 OK
5027/7000   13/1/2541 200 OK
5028/7000   12/1/2541 200 OK
5029/7000   11/1/2541 200 OK
5030/7000   10/1/2541 200 OK
5031/7000   9/1/2541 200 OK
5032/7000   8/1/2541 200 OK
5033/7000   7/1/2541 200 OK
5034/7000   6/1/2541 200 OK
5035/7000   5/1/2541 200 OK
5036/7000   4/1/2541 200 OK
5037/7000   3/1/2541 200 OK
5038/7000   2/1/2541 200 OK
5039/7000   1/1/2541 200 OK
5040/7000   31/12/2540 200 OK
5041/7000   30/12/2540 200 OK
5042/7000   29/12/2540 200 OK
5043/7000   28/12/2540 200 OK
5044/7000   27/12/2540 200 OK
5045/7000   26/12/2540 200 OK
5046/7000   25/12/2540 200 OK
5047/7000   24/12/2540 200 OK
5048/7000   23/12/2540 200 OK
5049/7000   22/12/2540 200 OK
5050/7000   21/12/2540 200 OK
5051/7000   20/12/2540 200 OK
5052/7000   19/12/2540 200 OK
5053/7000   18/12/2540 200 OK
5054/7000   17/12/2540 200 OK
5055/7000   16/12/2540 200 OK
5056/7000   15/12/2540 200 OK
5057/7000   14/12/2540 200 OK
5058/7000   13/12/2540 200 OK
5059/7000   12/12/2540 200 OK
5060/7000   11/12/2540 200 OK
5061/7000   10/12/2540 200 OK
5062/7000   9/12/2540 200 OK
5063/7000   8/12/2540 200 OK
5064/7000   7/12/2540 200 OK
5065/7000   6/12/2540 200 OK
5066/7000   5/12/2540 200 OK
5067/7000   4/12/2540 200 OK
5068/7000   3/12/2540 200 OK
5069/7000   2/12/2540 200 OK
5070/7000   1/12/2540 200 OK
5071/7000   30/11/2540 200 OK
5072/7000   29/11/2540 200 OK
5073/7000   28/11/2540 200 OK
5074/7000   27/11/2540 200 OK
5075/7000   26/11/2540 200 OK
5076/7000   25/11/2540 200 OK
5077/7000   24/11/2540 200 OK
5078/7000   23/11/2540 200 OK
5079/7000   22/11/2540 200 OK
5080/7000   21/11/2540 200 OK
5081/7000   20/11/2540 200 OK
5082/7000   19/11/2540 200 OK
5083/7000   18/11/2540 200 OK
5084/7000   17/11/2540 200 OK
5085/7000   16/11/2540 200 OK
5086/7000   15/11/2540 200 OK
5087/7000   14/11/2540 200 OK
5088/7000   13/11/2540 200 OK
5089/7000   12/11/2540 200 OK
5090/7000   11/11/2540 200 OK
5091/7000   10/11/2540 200 OK
5092/7000   9/11/2540 200 OK
5093/7000   8/11/2540 200 OK
5094/7000   7/11/2540 200 OK
5095/7000   6/11/2540 200 OK
5096/7000   5/11/2540 200 OK
5097/7000   4/11/2540 200 OK
5098/7000   3/11/2540 200 OK
5099/7000   2/11/2540 200 OK
5100/7000   1/11/2540 200 OK
5101/7000   31/10/2540 200 OK
5102/7000   30/10/2540 200 OK
5103/7000   29/10/2540 200 OK
5104/7000   28/10/2540 200 OK
5105/7000   27/10/2540 200 OK
5106/7000   26/10/2540 200 OK
5107/7000   25/10/2540 200 OK
5108/7000   24/10/2540 200 OK
5109/7000   23/10/2540 200 OK
5110/7000   22/10/2540 200 OK
5111/7000   21/10/2540 200 OK
5112/7000   20/10/2540 200 OK
5113/7000   19/10/2540 200 OK
5114/7000   18/10/2540 200 OK
5115/7000   17/10/2540 200 OK
5116/7000   16/10/2540 200 OK
5117/7000   15/10/2540 200 OK
5118/7000   14/10/2540 200 OK
5119/7000   13/10/2540 200 OK
5120/7000   12/10/2540 200 OK
5121/7000   11/10/2540 200 OK
5122/7000   10/10/2540 200 OK
5123/7000   9/10/2540 200 OK
5124/7000   8/10/2540 200 OK
5125/7000   7/10/2540 200 OK
5126/7000   6/10/2540 200 OK
5127/7000   5/10/2540 200 OK
5128/7000   4/10/2540 200 OK
5129/7000   3/10/2540 200 OK
5130/7000   2/10/2540 200 OK
5131/7000   1/10/2540 200 OK
5132/7000   30/9/2540 200 OK
5133/7000   29/9/2540 200 OK
5134/7000   28/9/2540 200 OK
5135/7000   27/9/2540 200 OK
5136/7000   26/9/2540 200 OK
5137/7000   25/9/2540 200 OK
5138/7000   24/9/2540 200 OK
5139/7000   23/9/2540 200 OK
5140/7000   22/9/2540 200 OK
5141/7000   21/9/2540 200 OK
5142/7000   20/9/2540 200 OK
5143/7000   19/9/2540 200 OK
5144/7000   18/9/2540 200 OK
5145/7000   17/9/2540 200 OK
5146/7000   16/9/2540 200 OK
5147/7000   15/9/2540 200 OK
5148/7000   14/9/2540 200 OK
5149/7000   13/9/2540 200 OK
5150/7000   12/9/2540 200 OK
5151/7000   11/9/2540 200 OK
5152/7000   10/9/2540 200 OK
5153/7000   9/9/2540 200 OK
5154/7000   8/9/2540 200 OK
5155/7000   7/9/2540 200 OK
5156/7000   6/9/2540 200 OK
5157/7000   5/9/2540 200 OK
5158/7000   4/9/2540 200 OK
5159/7000   3/9/2540 200 OK
5160/7000   2/9/2540 200 OK
5161/7000   1/9/2540 200 OK
5162/7000   31/8/2540 200 OK
5163/7000   30/8/2540 200 OK
5164/7000   29/8/2540 200 OK
5165/7000   28/8/2540 200 OK
5166/7000   27/8/2540 200 OK
5167/7000   26/8/2540 200 OK
5168/7000   25/8/2540 200 OK
5169/7000   24/8/2540 200 OK
5170/7000   23/8/2540 200 OK
5171/7000   22/8/2540 200 OK
5172/7000   21/8/2540 200 OK
5173/7000   20/8/2540 200 OK
5174/7000   19/8/2540 200 OK
5175/7000   18/8/2540 200 OK
5176/7000   17/8/2540 200 OK
5177/7000   16/8/2540 200 OK
5178/7000   15/8/2540 200 OK
5179/7000   14/8/2540 200 OK
5180/7000   13/8/2540 200 OK
5181/7000   12/8/2540 200 OK
5182/7000   11/8/2540 200 OK
5183/7000   10/8/2540 200 OK
5184/7000   9/8/2540 200 OK
5185/7000   8/8/2540 200 OK
5186/7000   7/8/2540 200 OK
5187/7000   6/8/2540 200 OK
5188/7000   5/8/2540 200 OK
5189/7000   4/8/2540 200 OK
5190/7000   3/8/2540 200 OK
5191/7000   2/8/2540 200 OK
5192/7000   1/8/2540 200 OK
